L,57,3107877.622,1.7546631119E7
L,58,3108538.555,1.7532179665E7
K,81,3107873.314,1.7535350729E7
L,59,3108909.64,1.7527168267E7
K,82,3108107.682,1.7539535349E7
L,60,3108205.635,1.7547312309E7
K,83,3108998.588,1.753686851E7
L,61,3108018.601,1.7546334505E7
N,44,3108054.85,1.7549317132E7
L,62,3107927.703,1.7538159622E7
L,63,3108003.938,1.7531766423E7
L,64,3108452.998,1.7527964148E7
Q,28,3108323.76,1.752893938E7
K,84,3108476.678,1.7548434735E7
K,85,3108682.559,1.7537631084E7
K,86,3108251.174,1.7535184476E7
Q,29,3108746.767,1.7530116187E7
Q,30,3108672.527,1.7530198065E7
K,87,3108998.065,1.754034318E7
K,88,3108909.834,1.7534954214E7
L,65,3109162.065,1.7528152411E7
N,45,3108904.357,1.7541208347E7
K,89,3109262.638,1.7539094376E7
N,46,3108696.526,1.7545037528E7
K,90,3109621.984,1.7547523694E7
K,91,3109336.281,1.7544412161E7
K,92,3110140.553,1.7534667922E7
L,66,3109314.076,1.7531493116E7
K,93,3109507.437,1.7532147602E7
N,47,3109123.163,1.754304794E7
N,48,3109653.234,1.7533428411E7
K,94,3109959.501,1.7541180044E7
K,95,3109301.461,1.7533060963E7
K,96,3109684.706,1.753774111E7
K,97,3110003.963,1.7538114345E7
N,49,3109752.721,1.754940637E7
K,98,3109894.782,1.7536540109E7
K,99,3110015.72,1.7539900915E7
L,67,3110093.483,1.7528896859E7
N,50,3110566.331,1.7542728231E7
L,68,3110068.835,1.7546793157E7
L,69,3110608.406,1.7531126725E7
K,100,3110830.719,1.7532061226E7
N,51,3109912.873,1.7538418121E7
K,101,3110720.117,1.7547033614E7
N,52,3110836.26,1.7541551267E7
L,70,3110544.952,1.7529532562E7
K,102,3109713.733,1.7539327233E7
L,71,3110842.301,1.7530511887E7
K,103,3109847.382,1.7544549629E7
K,104,3110143.934,1.7538437807E7
K,105,3110408.485,1.7532745647E7
K,106,3110045.62,1.7541435153E7
N,53,3110427.941,1.7535495077E7
K,107,3110498.975,1.7546785238E7
L,72,3110521.036,1.7531198696E7
K,108,3110695.839,1.7539573833E7
N,54,3110370.618,1.7534400724E7
N,55,3111086.082,1.7537862952E7
N,56,3109961.42,1.7536963193E7
K,109,3110598.346,1.754563772E7
N,57,3110285.221,1.7532937631E7
N,58,3111060.851,1.7542311429E7
N,59,3111226.735,1.753414915E7
N,60,3110611.565,1.7542638168E7
N,61,3110763.981,1.7544449859E7
N,62,3110264.825,1.75475991E7
K,110,3111742.503,1.7538035402E7
N,63,3110897.52,1.7536716387E7
L,73,3111511.453,1.7531422806E7
K,111,3112154.891,1.7540355808E7
K,112,3112364.11,1.7535103989E7
K,113,3111900.19,1.7533054953E7
K,114,3112558.618,1.7533031302E7
K,115,3111790.501,1.7546573131E7
N,64,3112108.439,1.7536466576E7
L,74,3112315.627,1.7531115913E7
K,116,3112037.354,1.7526191E7
N,65,3112186.179,1.7542516597E7
K,117,3111725.797,1.7544440036E7
N,66,3112585.052,1.7543002927E7
K,118,3112658.348,1.7538767177E7
N,67,3111847.506,1.7536963396E7
K,119,3112694.497,1.7539561467E7
K,120,3112708.857,1.7532503995E7
K,121,3112763.418,1.7534923604E7
N,68,3112196.523,1.7546408922E7
K,122,3112548.841,1.7533994354E7
L,75,3112247.778,1.7531567582E7
K,123,3112866.32,1.7526697189E7
K,124,3112493.736,1.7540904026E7
K,125,3113114.934,1.7533486545E7
N,69,3113228.173,1.7541613814E7
N,70,3113723.165,1.7542062748E7
N,71,3112220.932,1.7535666022E7
K,126,3113676.076,1.7540122316E7
N,72,3113334.967,1.7545926864E7
N,73,3113235.546,1.7537110627E7
L,76,3114111.48,1.7531931813E7
K,127,3113767.79,1.7527528992E7
K,128,3114060.014,1.7534481151E7
L,77,3114250.827,1.7533337713E7
N,74,3113761.623,1.7545221837E7
N,75,3113578.401,1.7544719368E7
N,76,3113570.806,1.7542934276E7
K,129,3114344.81,1.7529506562E7
L,78,3114209.214,1.7533359187E7
K,130,3114197.139,1.7535391484E7
K,131,3113540.905,1.7528628761E7
K,132,3114374.584,1.7528694295E7
K,133,3114824.024,1.7530751952E7
K,134,3114557.819,1.7534856338E7
K,135,3114134.216,1.752946355E7
N,77,3114955.074,1.7540453728E7
N,78,3114521.394,1.753788901E7
K,136,3115396.857,1.7539804999E7
K,137,3114700.754,1.7540362461E7
N,79,3114643.635,1.7538221773E7
K,138,3115167.842,1.7532747388E7
N,80,3115004.424,1.7544134993E7
K,139,3115624.472,1.7529429827E7
N,81,3115770.546,1.7537022538E7
K,140,3115468.861,1.7532868518E7
N,82,3115507.759,1.753597344E7
K,141,3115852.972,1.7534532507E7
K,142,3116084.01,1.7530216516E7
N,83,3115058.797,1.7542920953E7
N,84,3116367.923,1.7541108471E7
K,143,3116204.724,1.7531295777E7
K,144,3115246.232,1.7533199382E7
N,85,3115404.553,1.7538506904E7
K,145,3116087.424,1.7530738319E7
K,146,3115845.386,1.7530891584E7
K,147,3115642.192,1.7531491233E7
K,148,3116173.959,1.7531653254E7
N,86,3115996.443,1.7539216313E7
K,149,3115927.357,1.7534464401E7
N,87,3116081.093,1.7534857794E7
K,150,3115985.618,1.7530181076E7
N,88,3116501.288,1.7537908893E7
N,89,3115966.532,1.7536882142E7
K,151,3117166.995,1.7534428708E7
K,152,3116661.43,1.7533795668E7
K,153,3117213.116,1.7532129283E7
K,154,3117115.614,1.7530354323E7
K,155,3117513.027,1.7531499624E7
N,90,3117810.229,1.7537744407E7
K,156,3117474.058,1.7537297494E7
N,91,3117276.357,1.7539265812E7
N,92,3117067.205,1.7536569332E7
K,157,3117494.123,1.7536622232E7
N,93,3117230.451,1.7529879291E7
K,158,3118120.582,1.7532502994E7
K,159,3117921.087,1.7533245634E7
R,1,3117989.426,1.7540445747E7
K,160,3117765.16,1.7531923535E7
K,161,3118073.847,1.7535257603E7
N,94,3117501.471,1.7530427524E7
N,95,3117892.283,1.7531201633E7
K,162,3118116.885,1.753261018E7
N,96,3117263.252,1.7540155972E7
N,97,3115813.329,1.7541553212E7
K,163,3118772.959,1.7531726202E7
K,164,3117841.313,1.7534524015E7
K,165,3118598.628,1.7535257319E7
L,79,3118715.49,1.7533120808E7
N,98,3117890.232,1.7536826992E7
K,166,3118058.868,1.753768872E7
N,99,3118833.334,1.7531166112E7
K,167,3119644.442,1.7535423894E7
N,100,3118948.485,1.7536976987E7
N,101,3119437.664,1.7539181534E7
L,80,3119551.109,1.7533975673E7
N,102,3118971.856,1.753259744E7
L,81,3119899.359,1.7532782896E7
K,168,3119526.769,1.7536079135E7
L,82,3119411.979,1.7534348355E7
N,103,3119406.699,1.7534413179E7
K,169,3120240.515,1.7536645711E7
L,83,3120046.589,1.753439365E7
N,104,3120366.833,1.7537182756E7
N,105,3119124.602,1.7537730088E7
N,106,3120424.468,1.7538058321E7
N,107,3119636.766,1.7538249123E7
K,170,3120857.388,1.7534581017E7
K,171,3121437.122,1.7536950793E7
N,108,3121497.28,1.7538171117E7
N,109,3121688.895,1.753373192E7
K,172,3121563.165,1.7536802395E7
K,173,3121250.567,1.7534503132E7
K,174,3120955.083,1.7535614994E7
N,110,3121601.343,1.7538207536E7
N,111,3122741.804,1.7538047197E7
N,112,3122878.064,1.7534542671E7
N,113,3123366.675,1.7536947227E7
N,114,3122670.482,1.7534692758E7
N,115,3122681.568,1.753658771E7
N,116,3117984.923,1.7539215637E7
Q,31,3107895.397,1.7530834491E7
M,55,3107312.776,1.753002758E7
M,56,3085824.992,1.7537032552E7
O,21,3085999.992,1.7538278849E7
K,175,3080630.707,1.7547629837E7
K,176,3080164.728,1.7547738852E7
K,177,3081001.502,1.7546633776E7
K,178,3082246.012,1.7545676953E7
K,179,3081925.573,1.7548624953E7
K,180,3082973.768,1.7548164409E7
K,181,3082036.343,1.7524737835E7
L,84,3082530.953,1.7546785511E7
P,22,3082600.851,1.7527964333E7
K,182,3082042.159,1.7526866808E7
K,183,3083400.565,1.7548877141E7
K,184,3082697.74,1.7544896052E7
M,57,3082861.942,1.7540900081E7
K,185,3082451.921,1.7547262943E7
K,186,3083128.059,1.7516771132E7
L,85,3083429.564,1.7543597558E7
M,58,3083011.331,1.7530063232E7
K,187,3082895.341,1.752360442E7
M,59,3083413.74,1.753124812E7
P,23,3083223.785,1.7530167699E7
K,188,3083173.673,1.7525381901E7
K,189,3083219.115,1.7522637255E7
K,190,3083831.077,1.7521690196E7
P,24,3083628.928,1.7533841784E7
K,191,3083749.719,1.7518128771E7
K,192,3084057.011,1.7520502994E7
N,117,3082939.725,1.7549656808E7
L,86,3084092.896,1.7547966623E7
K,193,3083979.451,1.7515776228E7
L,87,3084291.173,1.7547511928E7
M,60,3083872.88,1.7539416698E7
K,194,3084414.747,1.7523856011E7
K,195,3084536.232,1.7517286753E7
K,196,3084823.806,1.7522661442E7
K,197,3083897.326,1.7519492353E7
K,198,3083818.829,1.7521706035E7
N,118,3084074.428,1.7523311766E7
K,199,3083835.597,1.7526799463E7
K,200,3084479.013,1.7525436988E7
M,61,3084140.611,1.7542419256E7
N,119,3084718.284,1.751809335E7
N,120,3084809.764,1.7518269836E7
P,25,3084845.401,1.7534144614E7
O,22,3084932.705,1.7543945964E7
O,23,3084870.573,1.7543706636E7
K,201,3084372.345,1.7525586878E7
K,202,3084922.857,1.7523076544E7
O,24,3084687.109,1.7539377484E7
K,203,3084835.837,1.754863738E7
L,88,3085192.662,1.7527970631E7
P,26,3085283.029,1.7541276379E7
K,204,3084898.155,1.7548961205E7
K,205,3085598.683,1.7526498356E7
N,121,3084711.899,1.7550073375E7
K,206,3085304.521,1.7526060298E7
N,122,3085804.735,1.7522352403E7
K,207,3086139.915,1.7521388445E7
K,208,3085401.971,1.7520229842E7
K,209,3085661.298,1.7520406269E7
N,123,3085864.998,1.7517665527E7
K,210,3085678.515,1.7519444615E7
N,124,3085658.015,1.7523397863E7
K,211,3086448.424,1.7523381971E7
K,212,3086423.839,1.7519020934E7
K,213,3085626.442,1.7521271996E7
M,62,3086850.862,1.7541030433E7
L,89,3086546.839,1.7547257905E7
K,214,3086699.212,1.7549241442E7
K,215,3085757.853,1.752200338E7
L,90,3086746.359,1.7528282252E7
K,216,3086709.058,1.7526053464E7
P,27,3085983.355,1.7545273482E7
L,91,3085612.515,1.7531142633E7
M,63,3086241.592,1.7540301559E7
K,217,3086011.226,1.7548685395E7
K,218,3085963.061,1.7530320074E7
K,219,3085623.787,1.7524890153E7
K,220,3086305.206,1.7530491019E7
K,221,3085981.578,1.7527016295E7
K,222,3086118.984,1.7522138139E7
M,64,3086057.424,1.7543142399E7
L,92,3086591.466,1.7528384781E7
N,125,3086159.739,1.7520086355E7
K,223,3086529.475,1.752475824E7
P,28,3086632.549,1.7534472067E7
K,224,3086642.556,1.7549300802E7
P,29,3086017.881,1.7543247114E7
L,93,3086628.184,1.7531723253E7
K,225,3086303.374,1.7522423443E7
K,226,3086434.592,1.7523400533E7
M,65,3086451.123,1.7542298845E7
N,126,3086554.286,1.7520328423E7
N,127,3086786.943,1.7549913431E7
N,128,3086994.076,1.751895582E7
N,129,3086479.747,1.7518330894E7
P,30,3087101.851,1.7534165907E7
N,130,3087263.268,1.7518546416E7
P,31,3087391.168,1.7536037501E7
O,25,3087049.269,1.7533750391E7
K,227,3086669.938,1.752377514E7
M,66,3087357.537,1.7541786884E7
P,32,3087274.009,1.7543676318E7
N,131,3086400.699,1.7517157646E7
K,228,3087484.601,1.7522215506E7
K,229,3087534.77,1.752528588E7
K,230,3087614.067,1.7547755529E7
K,231,3087208.233,1.7526795264E7
K,232,3087791.417,1.7525133634E7
N,132,3087407.124,1.7517217172E7
K,233,3087519.56,1.7520772757E7
P,33,3087986.953,1.7535197837E7
K,234,3087672.672,1.7527221113E7
K,235,3087963.319,1.7528946609E7
K,236,3088253.094,1.7549663775E7
P,34,3088207.998,1.7542987648E7
P,35,3088560.393,1.7534756771E7
L,94,3087856.796,1.7529178263E7
K,237,3088121.184,1.7530306818E7
K,238,3087835.862,1.7519931315E7
K,239,3088114.053,1.7530568008E7
K,240,3088661.584,1.7520122735E7
N,133,3088359.508,1.7519470359E7
N,134,3088503.662,1.7518235053E7
K,241,3087799.85,1.752219069E7
O,26,3087525.826,1.7541295981E7
L,95,3087562.164,1.752226933E7
K,242,3088132.217,1.7523786855E7
K,243,3087829.629,1.7519695852E7
L,96,3087568.834,1.7523715017E7
N,135,3087604.98,1.751668909E7
L,97,3088538.124,1.7546939374E7
O,27,3087858.896,1.7536893566E7
O,28,3088194.647,1.7542835482E7
L,98,3087940.983,1.7531311547E7
L,99,3087735.413,1.7525380321E7
P,36,3088565.246,1.7539097788E7
L,100,3088333.81,1.7528992857E7
L,101,3088307.613,1.7530269694E7
K,244,3088638.802,1.7519835163E7
K,245,3088438.089,1.751804179E7
K,246,3087891.092,1.7547629274E7
L,102,3088425.386,1.7528019719E7
N,136,3088216.328,1.7550030658E7
N,137,3088952.828,1.7518231527E7
K,247,3088761.928,1.754695406E7
L,103,3088472.301,1.7527334941E7
L,104,3088141.029,1.7527163619E7
N,138,3088283.321,1.7518952059E7
L,105,3088533.984,1.7528106482E7
P,37,3089064.668,1.7539911795E7
L,106,3088312.232,1.7526161635E7
L,107,3088666.71,1.7530433002E7
K,248,3089014.458,1.7518607191E7
L,108,3088298.169,1.7524703751E7
L,109,3088356.746,1.7524614585E7
P,38,3089292.075,1.7537172832E7
K,249,3089049.877,1.752334553E7
K,250,3089179.852,1.7548394311E7
K,251,3088683.473,1.7522289033E7
O,29,3089365.166,1.7546612195E7
N,139,3088980.135,1.7516444969E7
N,140,3089402.28,1.7517463078E7
O,30,3089533.148,1.753616677E7
K,252,3089251.82,1.7522179875E7
K,253,3089732.247,1.7523206187E7
M,67,3089667.703,1.7538026256E7
L,110,3088724.179,1.7545676259E7
L,111,3090169.384,1.7524361276E7
P,39,3089555.164,1.7535786005E7
M,68,3090090.19,1.7538440397E7
L,112,3089453.643,1.7531624876E7
K,254,3089528.914,1.7520520924E7
P,40,3090237.066,1.7525462831E7
K,255,3090399.342,1.7547589916E7
K,256,3089448.952,1.7547787462E7
M,69,3089935.551,1.7538178705E7
K,257,3090513.616,1.7546685159E7
M,70,3089803.744,1.7539513504E7
O,31,3089600.44,1.7536732622E7
N,141,3090495.949,1.7517027574E7
P,41,3089392.121,1.7527265773E7
L,113,3089567.228,1.7545108753E7
N,142,3090486.185,1.7518688712E7
K,258,3089731.291,1.7521493174E7
N,143,3089580.102,1.7548681991E7
K,259,3090383.986,1.7520478952E7
N,144,3090614.954,1.7547454326E7
M,71,3090000.172,1.753984434E7
K,260,3089714.836,1.7522082801E7
N,145,3090430.215,1.7519017244E7
L,114,3090103.129,1.7523533312E7
O,32,3090010.941,1.7535910694E7
K,261,3090486.138,1.7546265697E7
P,42,3091177.94,1.7529828787E7
P,43,3090438.322,1.7526273054E7
O,33,3091194.576,1.7538680531E7
L,115,3090276.403,1.7532084365E7
K,262,3089794.092,1.7519523977E7
M,72,3091210.955,1.7535009997E7
K,263,3090858.881,1.7520597886E7
N,146,3091442.868,1.7518214837E7
O,34,3091463.885,1.7536771253E7
P,44,3091590.521,1.7535515159E7
P,45,3091000.854,1.7526741235E7
K,264,3091711.152,1.7519196198E7
P,46,3090826.035,1.7525383765E7
Q,32,3091742.148,1.7543328273E7
P,47,3091290.972,1.7529699325E7
P,48,3091882.439,1.7525786846E7
L,116,3091777.923,1.7521944022E7
P,49,3092007.147,1.752771486E7
K,265,3091866.633,1.7546014299E7
T,1,3092173.944,1.7545718443E7
Q,33,3092351.683,1.7544622404E7
P,50,3090877.682,1.7531682872E7
P,51,3092361.361,1.7528494633E7
L,117,3091978.515,1.7522025983E7
O,35,3091949.091,1.7535472308E7
P,52,3091445.883,1.7531337418E7
P,53,3092295.388,1.7531454498E7
P,54,3091601.477,1.7527671398E7
P,55,3092068.521,1.7530415483E7
K,266,3091560.401,1.754697204E7
P,56,3091391.396,1.7530206789E7
O,36,3091751.133,1.7532575485E7
K,267,3092137.241,1.7520029435E7
O,37,3091844.312,1.7533888239E7
M,73,3091490.538,1.7537075188E7
M,74,3092045.917,1.7535940501E7
P,57,3091854.242,1.7526796359E7
T,2,3092110.078,1.7545727095E7
N,147,3091881.623,1.7518594915E7
M,75,3092376.817,1.7536931539E7
P,58,3092108.385,1.7528390538E7
M,76,3092679.242,1.7538265559E7
